recipient_name
KATZ COMPLIANCE LLC
SENATE CAFETERIA
NGPVAN
CAPITAL HILL CLUB
AC HOTEL BY MARRIOTT
SLMG LLC
GOLD CORPS LLC
PATRICIA HUTTON
GORDON RAMSEY'S HELL'S KITCHEN
1819 RESTAURANT
HUNAN DYNASTY RESTAURANT
SAFEWAY
HAWK & DOVE
FAIZ SHAKIR
USPS P.O. BOXES ONLINE
CORDELIA FISHBAR
NEW BLUE INTERACTIVE
ACTION SQUARED
CAPITOL HILL HOTEL
CAVA
"GRASSROOTS ANALYTICS, INC."
CAPITOL COMPLIANCE ASSOCIATES
US SENATE STATIONERY
HARRY'S RESERVE
MIDDLE SEAT CONSULTING LLC
RAISING CANE'S
SENATE STATIONERY STORE
HYATT PLACE DC
FEDERAL ELECTION COMMISSION
US HOUSE OF REPRESENTATIVES GIFT SHOP
US DEPT OF THE TREASURY
ARISTOTLE
THE CONGRESSIONAL
A BAKED JOINT
OCEAN PRIME
INTERNAL REVENUE SERVICE
KATE GRACE PHOTOGRAPHY
INSOMNIA COOKIES
PAUL BAKERY CAFE
FIREHOOK BAKERY
MOXY
MINUTEMAN PRESS
BROWNSTEIN HYATT FARBER SCHRECK
AMA
BLUE WAVE POLITICAL PARTNERS
CHIKO
WASHINGTON TAX AND PUBLIC POLICY
"ANGERHOLZER BROZ CONSULTING, LLC"
ULTRA VIOLET FLOWERS
WHOLE FOODS
ADVANCED NETWORK STRATEGIES
RA CATERING
WP BUFFS
THE QUEEN VIC
THE WILLARD INTERCONTINENTAL HOTEL
SOCIAL CURRANT
ANGERHOLZER BROZ CONSULTING LLC
NOSTRA CUCINA
THE CAPITOL HILL CLUB
"NEW BLUE INTERACTIVE, LLC"
EXTRA SPACE
NC SOCIETY OF WASHINGTON
COBURN & GREENBAUM; PLLC
DC DEPARTMENT OF MOTOR VEHICLES
RIGGS DC
"ILLUMIQ, LLC"
US SENATE RESTAURANT
OCEANAIRE SEAFOOD ROOM
JETTIES
JOHN ROBINSON
JALEO
CAPITAL GRILLE
PREMIER FIORELLO CONSULTING
KARMA MODERN INDIAN
"ADVANCED LEADERSHIP FOUNDATION, INC."
BULLFEATHERS
SWITCHBOARD
ACTION NETWORK
PARAISOTA TAQUERIA
BALLARD SPAHR LLP
THE MONOCLE ON CAPITOL HILL
HARRIS TEETER
THE DUBLINER
"GRASSROOTS ANALYTICS, LLC"
THE EASTERN
BERKE FARAH LLP
FEDERAL EXPRESS
"AT&T SERVICES, INC"
SCHNEIDER'S LIQUOR
DEL FRISCOS
MR HENRY'S
SPIROS CONSULTING
PCMS LLC
"ACUITY POLITICS, LLC"
FOOD SOLUTIONS ACTION
"FULKERSON, KENNEDY & COMPANY"
AC HOTEL NATIONAL HARBOR WASHINGTON
NATIONAL RAILROAD PASSENGER CORPORATION
WAVE BREAK DIGITAL LLC
UBER
"EVERYACTION, INC"
TRUIST BANK
MMR SOLUTIONS LLC
AMBAR
LA PLAZA RESTAURANT
"HOOKS SOLUTIONS, LLC"
U.S SENATE CAFE
HOUSE MEMBERS DINING
POLITICAL COMPLIANCE MANAGEMENT SERVICES
CONGRESSIONAL CLUB
HINE RESTAURANT
FEDEX
THE PRIME RIB
"ADVANCED NETWORK STRATEGIES, LLC"
GOOD STUFF EATERY
CAPITAL ONE ARENA
THE CONGRESSIONAL CLUB MUSEUM AND FOUNDATION
BUFFALO & BERGEN
SFOGLINA
CORNER BAKERY
TED'S BULLETIN
TATTE BAKERY & CAFE
THE CONGRESSIONAL CLUB
KNEAD HOSPITALITY & DESIGN
MIDDLE SEAT
"ARISTOTLE INTERNATIONAL, INC."
CHIPOTLE
SCHNEIDER'S LIQUOR CELLAR.COM
TRATTORIA ALBERTO
RISTORANTE TOSCA WASHINGTON DC
LUCILLE'S MODERN CHOPHOUSE
MBRF INC
KRUBA RESTAURANT
TALAY THAI RESTAURANT
QDOBA MEXICAN GRILL
"TWENTY-FIRST CENTURY GROUP, INC."
UNITED STATES POSTAL SERVICE
STRATHDEE GROUP
EASTERN POINT COLLECTIVE (HINE RESTAURANTS)
UNITED PARCEL SERVICE
US SENATE GIFT SHOP
RUTH'S CHRIS STEAK HOUSE
UNITED STATES TREASURY
HILTON WASHINGTON
DC DMV
DEL FRISCOS DOUBLE EAGLE STEAKHOUSE
REVV
CVS
THE ELEVATED GROUP
CAPITOL VISITOR CENTER GIFT SHOP
THE UPS STORE
SWITCHBOARD PUBLIC BENEFIT CORP
CHICK FIL A
CAVALRY LLC
D.C. TAXICAB COMMISSION
VERIZON
BUSINESS ROUNDTABLE
DRUCKER LAWHORN LP
AC HOTEL WASHINGTON DC
GOOGLE INC.
CHOPSMITH
PENDRY WASHINGTON DC
THE MONOCLE ON CAPITOL
MADISON RUN HOLDINGS LLC
KINFOLK SOUTHERN KITCHEN
SELF STORAGE
BB&T
THE ST. REGIS
PREMIER POLITICAL COMPLIANCE
ARISTOTLE INC
"DEMOCRACY ENGINE, INC., PAC"
POTBELLY SANDWICH SHOP
DICKINSON WRIGHT LLLP
LOS CABALLEROS
AMBAR RESTAURANT
FOUNDING FATHERS
SAPPHIRE STRATEGIES
U. S. SENATE RESTAURANTS
SWITCHBOARD PUBLIC BENEFIT CORP.
COMCAST NBCUNIVERSAL
"MCCARTHY HENNINGS WHALEN, INC."
U. S. HOUSE OF REPRESENTATIVES GIFT SHOP
116 CLUB
"POLITICAL COMPLIANCE MANAGEMENT SERVICES, LLC"
HILTON HOTEL - DC
COLUMBIA CAMPAIGN GROUP LLC
WISEGUY PIZZA
CROSBY OTTENHOFF GROUP
MASTRO'S STEAKHOUSE - DC
THE CONGRESSIONAL INSTITUTE
UNION MARKET
SOST
THE SMITH
BROWNSTEIN HYATT FARBER SCHRECK LLP
VIDA REAL ESTATE PROPERTIES LLC
MISSION NAVY YARD
APPLE
US POSTAL SERVICE
WMATA
TACO BAMBA
FAITH AND POLITICS INSTITUTE
FOUR SEASONS
FIOLA MARE
WALMART
S-3 GROUP
COMCAST
THE MORROW WASHINGTON DC
THE CONGRESSIONAL CLUB MUSEUM & FOUNDATION
CIRCA AT NAVY YARD
BULLFEATHERS OF CAPITOL HILL
SWEETGREEN
TEAISM PENN QUARTER
GRAZIE GRAZIE
HYATT REGENCY
US SENATE STATIONERY ROOM
SHAKE SHACK
ANGERHOLZER BROZ CONSULTING
CENTROLINA
DISTRICT TACO
REPUBLIC CANTINA
DEL FRISCO'S DOUBLE EAGLE STEAKHOUSE
LE DIPLOMATE
"SOCKO STRATEGIES, LLC"
USHR CATERING
CONSERVATIVE PARTNERSHIP CENTER
HINE RESTAURANT GROUP
SALK STRATEGIES
SUSHI HACHI
"BERKE FARAH, LLP"
RESIDENCE INN BY MARRIOTT
AMA RESTAURANT
EXXON MOBILE
PARAISO TAQUERIA
MORTON'S
UPS
URBAN STEMS
L&A LLC
SMOKE AND MIRRORS
HUNTINGTON T. BLOCK INSURANCE AGENCY
"SANDLER, REIFF, LAMB, ROSENSTEIN & BIRKENSTOCK PC"
RIDDEM NATION PRODUCTIONS LLC
POTBELLY SANDWHICH WORKS
FLIGHT CLUB
CORNERSTONE GOVERNMENT AFFAIRS
BANK OF AMERICA
"ASSEMBLE THE AGENCY, LLC"
ST ANSELM RESTAURANT
HOMEWOOD SUITES
HOMEWOOD BY HILTON
HUNAN DYNASTY
MY WARCHEST INC
VERIZON WIRELESS
THE HAMILTON
POTBELLY
CONSERVATIVE PARTNERSHIP INSTITUTE
JOE'S SEAFOOD
AISLE 518 STRATEGIES LLC
CAPITOL HILL WINE & SPIRITS
THE WASHINGTON POST
ELECTIONS LLC
LA CHAUMIERE RESTAURANT
LA GRANDE BOUCHERIE D.C.
CAMPAIGN FINANCE CONSULTANTS
PANERA BREAD
ATLAS BREW WORK
THE MORNING GROUP
BERGMANN ZWERDLING DIRECT
GRAND VALLEY CONSULTING
THE OORBEEK MEMMOTT GROUP
"BOGART ASSOCIATES, INC."
MASTRO'S STEAKHOUSE
"CAPITOL TAX PARTNERS, LLP"
CHICKO
SENATE CATERING
US SENATE CAFETERIA
SCHNEIDERS OF CAPITOL HILL
PERKINS COIE LLP
BUCK'S FISHING & CAMPING RESTAURANT
EL PRESIDENTE
CALL YOUR MOTHER DC
PARAISO
ST. ANSELM
"THE MORNING GROUP, LLC"
CHRACA FRIEDMAN GROUP
LARDENTE
"MKZ STRATEGIES AND EVENTS, INC."
RPM ITALIAN
TERRA DAVIS CONSULTING
THE METROPOLITAN CLUB
TRUIST/BB&T
US HOUSE OF REP. GIFT SHOP
BULLFROG BAGELS
ROYAL SONESTA DC
SHOTO WASHINGTON DC
CAPTAIN COOKIE
KIMPTON GEORGE HOTEL
URBANSTEMS
JACKIE AMERICAN BISTRO
US TREASURY
DCA REAGAN WASHINGTON NATIONAL AIRPORT
LOVE MAKOTO
NATIONAL ONLINE PARKING
SUCCOTASH
THE DC RESTAURANT GROUP
CHARLIE PALMER STEAKHOUSE
THE NATIONAL DEMOCRATIC CLUB
D STREET EVENTS
ANY'S PIZZA
"EMERGENT, LLC"
ST. REGIS
DC OFFICE OF TAX AND REVENUE
DC PRIVATE CARS LLC
DIRKSEN CAFE
HINE RESTAURANTS
ILILI RESTAURANT
QUI QUI DC
KNEAD HD
CUPS & COMPANY
THE SALT LINE
REPUBLICAN MAIN STREET PARTNERSHIP
MASTRO DC BBQ
AGP STRATEGIES LLC
"SB DIGITAL, INC."
EVERYACTION
GORDON RAMSEY HELL'S KITCHEN
DC HEALTH LINK
CAMPAIGN VERIFY
MI VIDA
G-LAND UNIFORMS
W. CURTIS DRAPER TOBACCONIST
MONOCLE
MEMBERS DINING
HAMPTON INN AND SUITES BY HILTON
SENATE GIFT SHOP
NOBU
SCHNEIDERS
THAIPHOON
UNITED STATES POSTAL OFFICE
THE MONOCLE RESTAURANT
HOTEL WASHINGTON
DUBLINER
PASTIS DC
CHICK-FIL-A
DIRECT SUPPORT SERVICES
US HOUSE GIFT SHOP
INVARIANT LLC
KELLY'S IRISH TIMES
NGP SOFTWARE INC.
KIELOCH CONSULTING
PALETTE 22
SOCKO STRATEGIES LLC
BULLFROG BAGEL
ETHAN W. PHOTOGRAPHY
SEVEN REASONS
"HM CONSULTING, LTD."
USHR LONGWORTH FOOD
GALLAUDET UNIVERSITY
AMERICAN TRUCKING ASSOCIATIONS
ENTERPRISE RENTAL
TAYLOR GOURMET
CHIKO RESTUARANT
"COX ENTERPRISES, INC"
ANA ISABEL PHOTOGRAPHY
HAWK 'N' DOVE
RESTAURANT ASSOCIATES AT US SENATE
BOURBON STEAK
"Q STREET COMPLIANCE, LLC"
WESTIN DC
INVARIANT
"LOVE, MAKOTO"
LANDSLIDE DIGITAL LLC
MOMENTUM CAMPAIGNS
VENABLE LLP
WARCHEST
THE WHITE HOUSE GIFT SHOP
WASHINGTON SUITE LIFE
THE FAITH & POLITICS INSTITUTE
WP COMPANY LLC
CAREY LIMOSUINE
ANDREW KATZ
CHINA CHILCANO
DEL FRISCO'S GRILLE
"D STREET EVENTS, LLC"
"SAZERAC COMPANY, INC (SAZERAC HOUSE)"
CALL YOUR MOTHER DELI
ARENA STAGE AT THE MEAD CENTER FOR AMERICAN THEATER
LA GRANDE BOUCHERIE
US DEPARTMENT OF TREASURY
"LAKE 42 PRODUCTIONS, LLC"
CHIKO CAPITOL HILL LLC
KARMA MODERN
MEMBERS' DINING ROOM
OSTERIA MORINI DC
US SENATE STATIONERY SHOP
LAKE RESEARCH PARTNERS
"SAZERAC COMPANY, INC"
"ELECTIONS, LLC"
COURTYARD BY MARRIOTT
SOUTHPAW STRATEGIES
THE STRATHDEE GROUP
MAIN THING STRATEGIES
HAYSTAQDNA LLC
ILC FOOD SERVICE
THE HAY-ADAMS
YOTEL
HWY 99 CORPORATION
JOE'S SEAFOOD; PRIME STEAK & STONE CRAB
JONES DAY
OUR REVOLUTION
TASTE GOURMET LLC
OTTOMAN
PENN QUARTER SPORTS TAVERN
BARREL
HILTON GARDEN INN
BUTTERWORTHS
SHE LOVES ME
"BOGART & ASSOCIATES, INC."
L'ARDENTE
MISTY REBIK
AMA RESTAURANT & BAR
DC WATER
WESTERN CACTUS FOUNDATION
OFFICINA
THE KAUFFMAN GROUP
STATE SOCIETY OF IOWA
SWITCHBOARD PUBLIC BENEFITS CORP
MISSIONWIRED
THRIVE STRATEGIES
CAREY LIMOUSINE
MARRIOTT
LEE'S FLOWER SHOP
THE BEACON HOTEL
"JOE'S SEAFOOD, PRIME STEAK & STONE CRAB"
THE CONRAD GROUP
ARLAN DOBSON
JOES SEAFOOD PRIME STEAK AND STONE CRAB
RAGNAR RESEARCH PARTNERS
CAPR LLC
DEPARTMENT OF THE TREASURY
NARA-YA
SONOMA RESTAURANT AND WINE BAR
HILTON
THE BRIG
BOBBY VAN'S DC
PRESCRIPTION CHICKEN
TED'S BULLETIN CATERING
ROLLA GROUP LLC
STRATEGIC ADVANCE SERVICES LLC
MOSAIC EXPRESS
NED'S CLUB
U.S. HOUSE OF REPRESENTATIVES
"NGP VAN SOFTWARE, INC."
CENTRAL MICHEL RICHARD RESTAURANT
OLD EBBITT GRILL
BONCHON
COURTYARD BY MARRIOTT WASHINGTON
U.S. CAPITOL VISITOR CENTER
PEETS
MBRF INC.
MOMENTUM CAMPAIGNS LLC
HAN PALACE
BERGER HIRSCHBERG STRATEGIES
DIRKSEN CAFETERIA
CHAPLIN'S RESTAURANT
TEAISM
THE ATLANTIC
PHOENIX PARK HOTEL
THE WELLS
TWENTY FIRST CENTURY GROUP
STK STEAKHOUSE
PARAISO TAQUERIA Y MEZCALERIA
MI VIDA RESTAURANT
HOTELS.COM
OSTERIA MOZZA
HAWKINS PUBLIC AFFAIRS LLC
FREELAND ELLIS
WESTERN CAUCUS FOUNDATION
SCARLET OAK
JW MARRIOTT
RASA
AVIS RENT A CAR
ALL SOULS BAR
DOS TOROS TAQUERIA
LUSTRE FORMAL WEAR
WALDORF ASTORIA DC
COX ENTERPRISES
JALEO DC
INTERCONTINENTAL
DOI MOI
SHINOLA
BULLFROG BAGELS - DC
YARD HOUSE
WHOLEFOODS
OLD EBBIT GRILL
SALAMANDER WASHINGTON DC
THE U.S. CAPITOL VISITOR CENTER
"SANDLER, REIFF, LAMB, ROSENSTEIN & BIRKENSTOCK, P.C."
CARMINE'S ITALIAN RESTAURANT
SAPODILLA'S CARIBBEAN RESTAURANT AND CATERING
CAPITAL BURGER
THE GRILL
SID GOLD'S REQUEST ROOM
ABE'S LIMO
TABULARIUS GROUP
CENTRAL MICHEL RICHARD
ROLLA LLC
TWENTY-FIRST CENTURY GROUP INC.
CITIZENM HOTEL
HOLTZMAN VOGEL
"SODEXO, INC & AFFILIATES - USHR CATERING"
"EXXONMOBIL - WASHINGTON, DC"
NANDO'S
POW POW FRANKLIN SQUARE
HIGH POINT GROUP
"AUTHENTIC CAMPAIGNS, INC."
"DAVEY CONSULTING, LLC"
MMI DIRECT
USPS - UNITED STATES POST OFFICE
FIG & OLIVE
ELIAS LAW GROUP LLP
"WHOLE FOODS - WASHINGTON, DC"
CAPITAL GRILLE DC
SONESTA ROYAL WASHINGTON
SCHNEIDER'S OF CAPITOL HILL
SOLID STATE BOOKS
LA JAMBE
OLIO E PIU DC
TUNE INN RESTAURANT AND BAR
NOVEL SOUTH CAPITOL
MAGGIANO'S LITTLE ITALY
PREMIER POLITICAL COMPLIANCE INC.
GIANT
"PARAISO, DC"
BLUE WAVE POLITICAL PARTNERS LLC
SHOUK RESTAURANT
MINETTA TAVERN DC
"WE, THE PIZZA"
DIANA BOWEN CREATIVE
CRANES
STELLINA PIZZERIA
MONOCLE ON CAPITOL HILL
"THE STRATHDEE GROUP, LLC"
CHAR BAR
"SOLIDARITY STRATEGIES, LLC"
SENATE DINING
"CONGRESSIONAL BLACK CAUCUS FOUNDATION, INC."
US CAPITOL BUILDING
JOE'S SEAFOOD PRIME STEAK & STONE CRAB
THE CORNER MARKET DC
"ANNE LEWIS STRATEGIES, LLC"
GORDON RAMSEY HELLS CAFE
WASHINGTON POST
COTTON & REED
ALA
SENATE CHEF
US SENATE
"THOMPSON DC, THE YARDS"
GIANT FOOD
DLENA
BLUEJACKET
GIANT FOOD STORE
CELLAR.COM
RM STRATEGIES
LIMANI
HYATT - WASHINGTON
CAPITOL HILL SUPER MARKET
MOLLY ALLEN ASSOCIATES LLC
U.S. SENATE GIFT SHOP
MEMBERS DINING ROOM
BELGA CAFE
TARGET
LARDENTE DC
CHASE STRATEGY LLC
CAPITOL COMPLIANCE ASSOCIATES INC.
FEDS PROTECTION
SANPHAN
AC HOTEL WASHINGTON
HYATT REGENCY WASHINGTON DC
PARASIO
THE HENRI
2FIFTY BBQ
WINE & BUTTER
NGP
COURTYARD WASHINGTON CAPITOL HILL/NAVY YARD
TEXAS STATE SOCIETY
"FOGLAMP CONTENT STUDIO, LLC"
"CAMPAIGN FINANCE CONSULTANTS, INC."
ARISTOTLE  INTERNATIONAL
RASIKA
THE COVE
RED RIVER CO.
NAVIGATE CAMPAIGNS
"BALLARD PARTNERS, INC."
BULLFEATHER'S
TUNE INN
NEW CONGRESSIONAL LIQUOR
KDO STRATEGIES LLC
CIRCA EL BEBE
BOGART ASSOCIATES
THE NATIONAL RAILROAD PASSENGER CORPORATION
MINIBAR BY JOSE ANDRES
"BULLY PULPIT INTERACTIVE, LLC"
ASREWAY ADVISING LLC
THOMPSON HOTEL
UNITED STATES HOUSE CATERING
"GOOGLE, INC."
DICKINSON WRIGHT
ARLO WASHINGTON DC
DC DEPARTMENT OF EMPLOYMENT SERVICES
HOUSE OFFICE SUPPLY STORE
GRAND HYATT WASHINGTON
PRISM COMMUNICATIONS
I EGG YOU
CARROLL TRAVEL
DUKE'S GROCERY
CONSERVATIVE CONNECTOR
DRUCKER LAWHON LLP
CONGRESSIONAL MANAGEMENT FOUNDATION
FILOMENA RISTORANTE
LA COLLINA
HILTON WASHINGTON DC CAPITOL HILL
W MILLAR & COMPANY
THE FRIED RICE COLLECTIVE
FAIRFIELD INN & SUITE
MAXWELL PARK
"KALIK & ASSOCIATES, INC."
SAZERAC HOUSE DC
FORTHRIGHT STRATEGY INC
LINCOLN
SONOMA RESTAURANT & WINE BAR
PASTIS
COSTCO
LA CHAUMIERE
UNION PUB
WALDORF ASTORIA
RFDCPHOTO LLC
W. MILLAR CATERING
5-12 DESSERT COMPANY
"BLUE WAVE POLITICAL PARTNERS, LLC"
LIBRARY OF CONGRESS
RM STRATEGIES LLC
OCCASIONS CATERERS
O2M DIGITAL
GLH CONSULTING
"H2 CAPITAL CONSULTING, LLC"
CHLOE
CONTROL POINT GROUP
HAMPTON INN AND SUITES
DC OPFL
CONGRESSIONAL LIQUORS
HYATT REGENCY WASHINGTON ON CAPITOL HILL
CHIPOTLE 1318
DEL MAR RESTAURANT
NANDOS PERI PERI
SQUARED COMMUNICATIONS
REBECCA CORNELL
SWEETGREEN.COM
CHRIS TRULL
USHR FLAG SALES
AMERICAN EXPRESS
DEMOCRACY ENGINE INC
ARROWHEAD STRATEGIES LLC
LEBANESE TAVERNA
YOUNG CHOW CHEN'S RESTAURANT
"ROLLA GROUP, LLC"
HELIX CAMPAIGNS LLC
COMPETE DIGITAL LLC
HYATT
WASHINGTON HILTON
YELLOW UNION MARKET
DISTRICT WINERY
FULKERSON KENNEDY & COMPANY
BRIARWOOD STRATEGIES
THE FROST GROUP LLC
ANY DAY NOW
COMPASS LEGAL SERVICES
BEST MESSENGER
MODENA
AL TIRAMISU
TUNNICLIFF'S TAVERN
TOSCA RISTORANTE
BOGART ASSOCIATES INC
BEE COMPLIANCE LLC
RED WING STRATEGIES
U.S. HOUSE OF REPRESENTATIVES GIFT SHOP
BLESSITT SHAWN CONSULTING
THE DUBLINER RESTAURANT
ROOTED DIGITAL
ROGERS CONSULTING LLC
D.C TREASURY
BAR CHINOIS
THE ASHMEAD GROUP
FEDEX CORPORATION
CITY MARKET AT O
LONGWORTH
GRASSROOTS ANALYTICS LLC
ANNE LEWIS STRATEGIES LLC
US HOUSE OF REPRESENTATIVES
YOUNG CHOW
IMAGINE CAKE STUDIO
SWITCHBOARD PUBLIC BENEFIT CORPORATION
THE SWEET LOBBY
DISTRICT CITY CONSULTING
"BOGART ASSOCIATES, INC"
HELEN MILBY & CO
MIDDLESEAT
THE DUBLINER DC
HAWK N DOVE
DELTA AIRLINES
ROYAL SONESTA
"SANDLER & REIFF, P.C."
US CAPITOL VISITOR SERVICES
"AVENUE SOLUTIONS, LLC"
CAPITOL HILTON
THE ROOFTOP & 400 N CAPITOL
JOE'S
BLACKFINN
CONGRESSIONAL CLUB MUSEUM & FOUNDATION
TALAY THAI
HYATT REGENCY WASHINGTON
ARISTOTLE INTERNATIONAL LLC
GORDON RAMSEY HELLS KITCHEN
DISTRICT TACO - DC
MAYFLOWER HOTEL
"ASCEND DIGITAL STRATEGIES, LLC"
ROSE STRATEGIES
HILL COUNTRY BARBECUE
"NOSTRA CUCINA, LLC"
SOUTH DAKOTA STATE SOCIETY
COGENCY GLOBAL INC.
DCA CAR LLC
DC DEPT OF EMPLOYMENT SERVICES
BETHESDA BAGELS
LA PLAZA
HOUSE OFFICE SUPPLY
SAME DAY PROCESSING
LONGWORTH FOOD COURT
AU BON PAIN
ACUITY POLITICS LLC
TAKOREAN- NAVY YARD
HM CONSULTING
"FENWAY STRATEGIES, LLC"
JETBLUE AIRWAYS
FOX CORPORATION
WILEY REIN LLP
"DIXON/DAVIS MEDIA GROUP, LLC"
AC HOTEL CAPITOL HILL NAVY YARD
"UTRECHT, KLEINFELD, FIORI, CLARK, PARTNER"
ROLLA GROUP
RAI SERVICES
MONUMENT ADVOCACY
TAKODA NAVY YARD
"MY WARCHEST, INC."
"SANDLER, REIFF, LAMB, ET AL, PC"
FACE-OFF STRATEGIES LLC
JOES DC
THOLANDER CONSULTING
CHI/DONAHOE
TRUIST
PINK TACO
"COURTYARD BY MARRIOTT WASHINGTON, DC"
FIGHT CLUB
DC TASTE
THE CONGRESSIONAL INSTITITUTE
CONGRESSIONAL LIQUOR & DELI
KNEADHD.COM
"TRISTER, ROSS, SCHADLER & GOLD, PLLC"
EASTERN POINT COLLECTIVE
AMAZON CORPORATE LLC
RARE STEAKHOUSE
SAZERAC HOUSE D.C.
ZOOZ
ONE PARKING
ANDY'S PIZZA
TAQUERIA NACIONA
THE DUCK & THE PEACH
OYAMEL COCINA MEXICANA
"ARISTOTLE, INC."
THE SMITH DC
"TRISTER, ROSS, SCHANDLER & GOLD, PLLC"
US SENATE OFFICE
UNIVERSITY CLUB
POT BELLY SANDWICHES
ARISTOTLE INTERNATIONAL INC
HILL COUNTRY LLC
D.C. DOES
THE GEORGE
"SANDLER, REIFF, LAMB, ROSENSTEIN & BRIKEN"
RAISING CANES
CALVERT WOODLEY FINE WINES & SPIRITS
SAFEWAY STORE
CHIKO  MODERN CHINESE AND KOREAN CUISINE
CAFE BERLIN
REPUBLIC STRATEGIES LLC
CALL YOUR MOTHER
THE POINT
JOSELITO CASA DE COMIDAS
SENATE RECORDING STUDIO
THE CAPITOL GRILL
DC TAXI SERVICE
COLADA SHOP
TEASIM
UNION MEAT CO.
CITIZEN M HOTELS
"FOUR SEASONS HOTEL WASHINGTON, DC"
THE LINE
NO SURRENDER FUND
UNITED STATE POSTAL SERVICE (USPS)
EXOTIC WINE AND SPIRITS
THE FAITH AND POLITICS INSTITUTE
EXXON
DEL MAR
AMTRUST
MI VIDA F ST
US HOUSE OF REPRESENTATIVES CATERING
SFOGLINA DOWNTOWN
PUNCHBOWL NEWS
THOMPSON WASHINGTON HOTEL
CARDINAL STRATEGIES LLC
FF CATERING & EVENTS
WEGMANS
BUTTERWORTH
UNITED VENTURES CONSORTIUM INC. (UVC)
FIOLA
RUMBLEUP
PRIME RIB
CUPS AND COMPANY
AC HOTEL BY MARRIOTT WASHINGTON DC
KG LLC
WOOLLY MAMMOTH THEATRE COMPANY
LUCKY BUNS
DUNKIN DONUTS
SWIZZLER CHICKEN
UNITED VENTURES CONSORTIUM INC
MUZETTE
MBA CONSULTING GROUP INC.
BISTRO DU JOUR
BAMBINI PLAY & LEARN CHILD DEVELOPMENT CENTER
RISING TIDE INTERACTIVE
LONGWORTH CAFETERIA
KRAKEN
BREAK SOMETHING
ASCEND DIGITAL STRATEGIES
ST ANSELM
"MIDDLE SEAT CONSULTING, LLC"
THE NORMANDY HOTEL
WASHINGTON NATIONALS
BUSBOYS & POETS
CAMPAIGN FINANCE CONSULTANTS INC
"KIELOCH CONSULTING, INC."
THE UPS STORE #2092
SWEET GREEN
PLACEMAKR
